00000A00	Silverd
DE430F00	Shields of the World, Vol. I
DE440F00	Finely Crafted Ivory
DE450F00	Legendary Deer Leather Gloves T4 QA
DE460F00	Rainstorm Necklace
DE470F00	Red Rose Flower Pot
DE480F00	Magnifying Glass
DE490F00	Ruschar Cloth Cloak
DE4A0F00	Hidden Treasure Map Piece 4
DE4B0F00	Weeping Rocks
DE4C0F00	Restraint Rope Fabric Gloves I
DE4D0F00	Greater Shockward
DE4E0900	Finely Crafted Gold Necklace
DE4E0F00	Disarm II
DE4F0F00	Satisfying Pan-Fried Rice Cakes
DE500F00	Gear Blueprint: Equestrian
DE6C0400	Iris Shield
DE6E0400	Mass-Produced Large Rekel Shield
DEBE0100	Daraz Cloth Armor
DED80100	Luon Plate Gloves
DEE10100	Esha Leather Gloves
DF1A2000	Dicari Laurel Headband
DF420F00	Fundamentalist's Cloth Armor
DF430F00	Shields of the World, Vol. II
DF440F00	Ceremonial Sword
DF450F00	Bainian Leather Boots T5 QA
DF460F00	Laser Cannon Spear
DF470F00	Yellow Rose Flower Pot
DF480F00	Scales
DF490F00	Mistcloaked Owl Plate Helm
DF4A0F00	Hidden Treasure Map Piece 5
DF4B0F00	Grave of Warriors' Axes
DF4C0F00	Black Bear Officer's Leather Gloves
DF4D0F00	Greater Steelbane
DF4E0900	Stardust Necklace
DF4E0F00	Disarm III
DF4F0F00	Filling Pan-Fried Rice Cakes
DF500F00	Gear Blueprint: Companionship
DF8B0B00	Poison Fire Coral Mushroom
DF960100	Berghill Cloth Cap
DFD80100	Luthor Plate Gloves
DFE10100	Shellus Leather Gloves
DFFF0100	Sigremon Plate Boots
E0070200	Levinto Leather Boots
E0080200	Warren Beynon's Leather Boots
E01A2000	Stian Cloth Headband
E0370000	Frozen Heart Plate Gloves
E0420F00	Fundamentalist's Cloth Armor
E0430F00	Dark Magic Bullet
E0440F00	Ceremonial Armor
E0450F00	Ludvic Leather Boots T4 QA
E0460F00	Herald of Six O'Clock
E0470F00	Ornamental Plant Pot
E0480F00	Strongbox
E0490F00	Hexe Earthen Fish
E04A0F00	Hidden Treasure Map Piece 6
E04B0F00	Inside of the Delesyian Institute
E04C0F00	Black Bear Officer's Leather Armor
E04D0F00	Greater Hexebane
E04E0F00	Zesty Fine Meal
E04F0F00	Hearty Grilled Meat Patties
E0500F00	Memories of the Disconnected Truth
E0960100	Meravan Cloth Cap
E0C41100	Northern Fighter's Chain Mail
E0D80100	Arkhan Plate Gloves
E0E00100	Nocburn Leather Gloves
E0E10100	Waller Leather Gloves
E0FF0100	Dulone Plate Boots
E1070200	Ruthie Leather Boots
E11A2000	Artiree Cloth Cap
E1370000	Brass Warden's Plate Gloves
E1400C00	Mysterious Totem Treasure Map Piece 1
E1420F00	Fundamentalist's Cloth Armor
E1430F00	Shields of the World, Vol. III
E1440F00	Recipe: Mixed Harvest Bowl
E1450F00	Sealed Abyss Artifact
E1460F00	Watcher Pack
E1470F00	Colorful Gerbera Pot
E1480F00	Document Storage
E1490F00	Kuku Bismuth Spear
E14A0F00	Hidden Treasure Map Piece 7
E14B0F00	Eldertree Research Camp
E14D0F00	Greater Bloodbane
E14E0F00	Refreshing Fine Meal
E14F0F00	Satisfying Grilled Meat Patties
E1500F00	Shadows Within the Ether Fragment
E16C0400	Sydmon Round Shield
E16EF123	Large Rhegis Leather Boots
E1710B00	Cheese
E1930400	Golden-Knotted Ancestral Bow
E1960100	Salimi Cloth Cap
E1D80100	Dumenis Plate Gloves
E1FF0100	Sahazhad Plate Boots
E2080200	Sein Leather Boots
E21A2000	Saristi Cloth Headband
E2370000	Pailunese Gloves
E2420F00	Pirate Cloth Armor
E2430F00	Shields of the World, Vol. IV
E2440F00	Jade
E2450F00	Sealed Abyss Artifact
E2460F00	Sealed Abyss Artifact
E2470F00	Violet Flower Pot
E2480F00	Sturdy Wooden Box
E2490F00	Outfit Supply Contract - Hernand
E24A0F00	Hidden Treasure Map Piece 8
E24B0F00	Giant's Boot
E24D0F00	Greater Primalbane
E24E0F00	Satisfying Extravagant Meal
E24F0F00	Filling Grilled Meat Patties
E2500F00	Memories of the Loop of Life
E2750900	Ancient Shell Ring
E28A0100	Bedure Plate Helm
E2930400	Dekarr Bow
E2C21100	Beekeeping Suit
E2E00100	Drumard Leather Gloves
E2FF0100	Demenissian Plate Boots
E3080200	Dolters Leather Boots
E31A2000	Tegri Cloth Headband
E335B359	Solumen Priest's Big Staff
E3420F00	Pirate Cloth Armor
E3430F00	Plate Armors of the World, Vol. I
E3440F00	Wolf Test OneHandSword
E3450F00	Sealed Abyss Artifact
E3460F00	Asparagus
E3470F00	Purple Gerbera Flower Pot
E3480F00	Wooden Box
E3490F00	Matilda's Leather Headband
E34A0F00	Hidden Treasure Map Piece 9
E34B0F00	Frostward III
E34D0F00	Greater Malicebane
E34E0F00	Energizing Extravagant Meal
E34F0F00	Hearty Mixed Harvest Bowl
E3500F00	Demian Skirt Fabric Armor
E36E0400	Rekel Large Spiked Shield
E3930400	Bekker Bow
E3D80100	Ratti Plate Gloves
E4070200	Colbern Leather Boots
E4080200	Blackwing Leather Boots
E4420F00	Dancing Catfish Cloth Armor
E4430F00	Plate Armors of the World, Vol. II
E4440F00	Report on Myurdin's Whereabouts
E4450F00	Sealed Abyss Artifact
E4460F00	Soul Spear
E4470F00	Dark Brown Gerbera Flower Pot
E4480F00	Engraved Wooden Box
E4490F00	Jian's Leather Helm
E44A0F00	Hidden Treasure Map Piece 10
E44B0F00	Corpse of an Adventurer
E44D0F00	Greater Beastbane
E44E0F00	Hearty Lavish Meal
E44F0F00	Satisfying Mixed Harvest Bowl
E4500F00	Haldin's Hideout
E46C0400	Mirror of Night
E46E0400	Thorny Warspike Large Shield
E4750900	Crude Blue Ring
E4930400	Twilight Messengers' Bow
E4D80100	Ettis Plate Gloves
E5420F00	Pirate Cloth Armor
E5430F00	Plate Armors of the World, Vol. III
E5440F00	Investigative Report
E5450F00	Sealed Abyss Artifact
E5460F00	Devil of the Reed Field's Doll
E5470F00	Light Brown Gerbera Flower Pot
E5480F00	Iron-Adorned Storage
E5490F00	Dried Fish
E54A0F00	Hidden Treasure Map Piece 11
E54B0F00	Hollow Tree
E54D0F00	Greater Abyssbane
E54E0F00	Piquant Lavish Meal
E54F0F00	Filling Mixed Harvest Bowl
E5500F00	Tashkalp Contribution
E56C0400	Drake Shield
E56E0400	Demenissian Soldier's Large Shield
E5960100	Yuzel Cloth Cap
E5D80100	Recklin Cloth Gloves
E5E10100	Salmae Leather Gloves
E6080200	Orbit Leather Boots
E61A2000	Kennav Cloth Headband
E6420F00	Pirate Cloth Armor
E6430F00	Plate Armors of the World, Vol. IV
E6440F00	Ashen Wolf's Leather Cloak
E6450F00	Sealed Abyss Artifact
E6460F00	Wild Garlic
E6470F00	Flower-Shaped Marigold Pot
E6480F00	Jewelry Storage
E6490F00	Darren Plate Gloves
E64A0F00	Fiona's Poster
E64B0F00	Painted Cavern
E64D0F00	Greater Infinite Arrows
E64E0F00	Refreshing Grand Meal
E64F0F00	Hearty Braised Fish and Vegetables
E6500F00	Fertilizer Sprayer
E6E00100	Stratton Leather Gloves
E6E10100	Derrison Leather Gloves
E6FF0100	Plate Boots of the Fallen Kingdom
E7080200	Alvitt Leather Boots
E71A2000	Raditz Cloth Cap
E7420F00	Pirate Plate Gloves
E7430F00	Sealed Abyss Artifact
E7440F00	Leather Cloak of Earth's Honor
E7450F00	Sealed Abyss Artifact
E7460F00	Fire Walk Boots
E7470F00	Chalice Flower Pot
E7480F00	Jewel Box
E7490F00	Palmar Pill
E74A0F00	Zargon's Poster
E74B0F00	Study - Gathering Genius
E74C0F00	Ursula's Journal
E74D0F00	Lonely Jackals' Leather Armor
E74E0F00	Aromatic Grand Meal
E74F0F00	Satisfying Braised Fish and Vegetables
E7500F00	Lubricant Sprayer
E76C0400	Rising Arrow Shield
E8080200	Arrenya Leather Boots
E81A2000	Riven Cloth Cap
E8350000	Lance OneHandLance
E8420F00	Pirate Plate Gloves
E8430F00	Kuku Transmission 999K Pack
E8440F00	Grasshopper
E8450F00	Sealed Abyss Artifact
E8460F00	Gale Shield
E8470F00	White Flower-Shaped Marigold Pot
E8480F00	Multipurpose Wooden Box
E8490F00	Sealed Abyss Artifact
E84A0F00	Elise's Poster
E84B0F00	Study - Discovering Genius
E84C0F00	First Piece
E84D0F00	Jackals' Leather Gloves
E84E0F00	Tart Special Meal
E84F0F00	Filling Braised Fish and Vegetables
E8500F00	Replenishing Cannonballs
E8E00100	Hegea Leather Gloves
E8E10100	Dirrebin Leather Gloves
E9070200	Bolton Leather Boots
E9080200	Belui Leather Boots
E91A2000	Drina Cloth Cap
E9380C00	Hernand Entry Permit
E9420F00	Recipe: Vegetable Porridge
E9430F00	Kuku Communicative Pack Blueprint
E9440F00	Ashad Plate Cloak
E9450F00	Sealed Abyss Artifact
E9460F00	Propeller Spear
E9470F00	Blue-Green Glass Water Bottle
E9480F00	Rosebay
E9490F00	Sealed Abyss Artifact
E94A0F00	Flint's Poster
E94B0F00	Study - Contemplative Genius
E94C0F00	Second Piece
E94D0F00	Fort Anvil Key
E94E0F00	Herby Special Meal
E94F0F00	Hearty Pan-Fried Marinated Fish
E9500F00	Replenishing Bullets
E98A0100	Laehbern Plate Helm
E9960100	Pailunese Hat
E9BB0100	Durain Chain Mail
E9D80100	Kevile Plate Gloves
E9E00100	Camsen Leather Gloves
EA1A2000	Eryn Cloth Cap
EA420F00	Journal on Treating Lunatics
EA430F00	Gear Blueprint: Shatter
EA440F00	Solas Plate Cloak
EA450F00	Sealed Abyss Artifact
EA460F00	Memories of Prosperity
EA470F00	Wooden Container
EA490F00	Sealed Abyss Artifact
EA4A0F00	Suspicious Religion
EA4B0F00	Unidentified Abyss Gear
EA4C0F00	Third Piece
EA4D0F00	Stone Jar
EA4E0F00	Fancy Meal
EA4F0F00	Satisfying Pan-Fried Marinated Fish
EA500F00	Tashkalp Signet
EA6C0400	Staglord's Shield
EA750900	Rough Bluestone Ring
EA8A0100	Offenberg Plate Helm
EA92D26F	Blacksteel Coogan Plate Armor
EABB0100	Latrion Chain Mail
EAE10100	Dallaban Leather Gloves
EAFF0100	Grey Wolf Leather Boots
EB420F00	Demenissian Chainsaw
EB430F00	Velok Champron
EB440F00	Demenissian Gold-Decorated Shield
EB450F00	Sealed Abyss Artifact
EB460F00	Fundamentalist Goblin Cloth Armor
EB470F00	Portable Wooden Container
EB480F00	Sealed Abyss Artifact
EB490F00	Sealed Abyss Artifact
EB4A0F00	Turnali's Poster
EB4B0F00	Royal Trading Post Note
EB4C0F00	Throne of the White Night
EB4D0F00	Research Suspension Warning
EB4E0F00	Fluffy Meal
EB4F0F00	Filling Pan-Fried Marinated Fish
EB500F00	Kliff Youthful Appearance Change Coupon
EB750900	Finely Crafted Gold Ring
EBBB0100	Senian Chain Mail
EBD80100	Weirren Plate Gloves
EC420F00	Buckeye Butterfly
EC430F00	Leather Armors of the World, Vol. I
EC440F00	Grilled Pincers
EC450F00	Sealed Abyss Artifact
EC460F00	Magic Scythe
EC470F00	Blue Round Water Bottle
EC480F00	Indigo Bottle
EC490F00	Sealed Abyss Artifact
EC4A0F00	Alden's Poster
EC4B0F00	Muskan Armor
EC4C0F00	Aged Branch
EC4D0F00	Sharp Dagger
EC4E0F00	Competition Sword
EC4F0F00	Hearty Assorted Braised Fish
EC500F00	Lubricant
EC930400	Tardik Bow
ECBAAC7A	Vennebis Plate Armor
ECD80100	Devinine Plate Gloves
ED420F00	Goldleaves' Leather Boots
ED430F00	Lightning Magic Bullet
ED440F00	Goldlight Plate Cloak
ED450F00	Sealed Abyss Artifact
ED460F00	Spire of the Stars Key
ED470F00	Ceramic Container
ED480F00	Wide-Bottomed Water Bottle
ED490F00	Sealed Abyss Artifact
ED4A0F00	Bruna's Poster
ED4B0F00	Skull and Sword
ED4C0F00	Dumenis Plate Boots II
ED4D0F00	Hidden Space - 0001
ED4E0F00	Competition Wooden Bow
ED4F0F00	Satisfying Assorted Braised Fish
ED500F00	Mobile Chocolate Workshop Research Journal
ED8A0100	Ashad Plate Helm
ED930400	Kylus Bow
EDD80100	Icewing Plate Gloves
EDE00100	Matthias' Leather Gloves
EDE10100	Lawson Leather Gloves
EE100000	Broken Visione
EE3D0C00	Recruiting Arm Wrestlers
EE420F00	Freya's Elixir
EE430F00	Leather Armors of the World, Vol. II
EE440F00	Executioner of Darkness Plate Cloak
EE450F00	Sealed Abyss Artifact
EE460F00	Camel Cricket
EE470F00	Short-Necked Ceramic Container
EE480F00	Decorative Water Bottle with Lid
EE490F00	Sealed Abyss Artifact
EE4A0F00	Grania's Poster
EE4B0F00	Gear Blueprint: Slashing Reeds
EE4C0F00	Batz Plate Gloves I
EE4D0F00	Hidden Space - 0002
EE4E0F00	Competition Musket
EE4F0F00	Filling Assorted Braised Fish
EE500F00	Gear Blueprint: Shred
EE8A0100	Solas Plate Helm
EE930400	Sydmon Bow
EEB10100	Bodin Plate Armor
EEBB0100	Tyran Leather Armor
EEBE0100	Denmore Cloth Armor
EED80100	Demenissian Elite Plate Gloves
EEE10100	Gaiman Leather Gloves
EF100000	Broken Visione
EF420F00	Apollonia's Elixir
EF430F00	Freshwater Clam
EF440F00	Recipe: Battered Harvest Roll
EF450F00	Sealed Abyss Artifact
EF460F00	Giant's Boots
EF470F00	Liquor Bottle
EF480F00	Glazed Clay Water Bottle
EF490F00	Sealed Abyss Artifact
EF4A0F00	Nork's Poster
EF4B0F00	Gear Blueprint: Wind Slash
EF4C0F00	Lamp of Crossed Dreams
EF4D0F00	Hidden Space - 0003
EF4E0F00	Competition Spear
EF4F0F00	Hearty Battered Harvest Roll
EF500F00	Shatter I
EF930400	Bloodsteel Bow
EF960100	Jester Leather Mask
EFB10100	Breemen Plate Armor
EFBB0100	Tiron Leather Armor
EFBE0100	Telin Cloth Armor
EFC01100	Luon Plate Boots
EFD80100	Golden Greed Plate Gloves
EFE00100	Layddete Leather Gloves
F0100000	Broken Visione
F0420F00	Blazing Spear
F0430F00	Leather Armors of the World, Vol. III
F0440F00	Demenissian Contribution Banner Pike
F0450F00	Sealed Abyss Artifact
F0460F00	Sorcerer's Staff
F0470F00	Sturdy Clay Container
F0480F00	Cloud Grey Dye
F0490F00	Sealed Abyss Artifact
F04A0F00	Berto's Poster
F04B0F00	Gear Blueprint: Storm Fang
F04C0F00	Beckoning Forest
F04D0F00	Hidden Space - 0004
F04E0F00	Damiane's Axiom Bracelet
F04F0F00	Satisfying Battered Harvest Roll
F0500F00	Shatter II
F0960100	Rabbit Leather Mask
F0BB0100	Eshrun Leather Armor
F0BE0100	Calis Cloth Armor
F0D80100	Belui Plate Gloves
F1230000	Tariv Cloth Boots
F1350000	Nazk Sword
F1420F00	Grilled Seafood
F1430F00	Leather Armors of the World, Vol. IV
F1440F00	Stone
F1450F00	Sealed Abyss Artifact
F1460F00	Ancient Wood Pole
F1470F00	Tin Water Bottle
F1480F00	Pile of Clothing Materials
F1490F00	Sealed Abyss Artifact
F14A0F00	Serge's Poster
F14B0F00	Gear Blueprint: Karmic Pulse
F14C0F00	Ratti Plate Gloves II
F14D0F00	Hidden Space - 0005
F14E0F00	Horse Hire Ledger
F14F0F00	Filling Battered Harvest Roll
F1500F00	Shatter III
F17E0E00	Broom
F18A0100	Ulrich Plate Helm
F20D0C00	Empty Bottle
F2350000	Chillfallen Sword
F2412000	Tanturi Cloth Armor
F2420F00	Pailunese Contribution Banner Pike
F2430F00	Cloth Armors of the World, Vol. I
F2440F00	Beekeeper Gear Blueprint
F2450F00	Sealed Abyss Artifact
F2460F00	Antumbra's Eye
F2470F00	Round Blue Container
F2480F00	Pile of Cloth
F2490F00	Sealed Abyss Artifact
F24A0F00	Ugmon's Poster
F24B0F00	Trainee's Note
F24C0F00	The Beholder
F24D0F00	Hidden Space - 0006
F24E0F00	Empty Ledger
F24F0F00	Hearty Grilled Meat Steak
F2500F00	Rend I
F27E0E00	Logging Axe
F2930400	Tommasoan Bow
F2BB0100	Groucca Leather Armor
F2BE0100	Roshayne Cloth Armor
F2E00100	Khalbdan Leather Gloves
F3350000	Aeserion Sword
F3420F00	Wolf Tracker Cloth Armor
F3430F00	Cloth Armors of the World, Vol. II
F3440F00	Walking Cane
F3450F00	Sealed Abyss Artifact
F3460F00	Dark Worshiper's Staff
F3470F00	Round Blue Container
F3480F00	Packaged Ceramic
F3490F00	Sealed Abyss Artifact
F34A0F00	Prox's Poster
F34B0F00	Gear Blueprint: Hound's Claws
F34C0F00	Chalice of Devouring
F34D0F00	Hidden Space - 0007
F34E0F00	Feed Purchase Receipt
F34F0F00	Satisfying Grilled Meat Steak
F3500F00	Rend II
F37E0E00	Shovel
F3930400	Warspike Bow
F3BE0100	Minnutan Cloth Armor
F3BF1100	Ashen Wolf's Leather Armor
F4350000	Sword of the Fleeting
F4412000	Bantree Cloth Armor
F4420F00	Wolf Tracker Leather Gloves
F4430F00	Cloth Armors of the World, Vol. III
F4440F00	Small Cannonball
F4450F00	Sealed Abyss Artifact
F4460F00	Ceremonial Warhammer
F4470F00	Slim Indigo Glass Bottle
F4480F00	Packaged Glass
F4490F00	Sealed Abyss Artifact
F44A0F00	Peregrine's Poster
F44B0F00	Sungrove Standard Plate Helm
F44C0F00	Corvo Plate Gloves
F44D0F00	Hidden Space - 0008
F44E0F00	Trade Schedule Log
F44F0F00	Filling Grilled Meat Steak
F4500F00	Rend III
F47E0E00	Pickaxe
F5330000	Marni Musket
F5420F00	Wolf Tracker Leather Boots
F5430F00	Cloth Armors of the World, Vol. IV
F5440F00	Sealed Abyss Artifact
F5450F00	Sealed Abyss Artifact
F5460F00	Shadowleaf Soul Branch
F5470F00	Gourd Bottle
F5480F00	Packaged Carpets
F5490F00	Sealed Abyss Artifact
F54A0F00	Haverson's Poster
F54B0F00	Fundamentalist Goblin Cloth Armor
F54C0F00	Lightning Greathammer
F54D0F00	Hidden Space - 0009
F54E0F00	Tavern Ledger
F54F0F00	Hearty Mixed Skewers
F5500F00	Shred I
F5700000	Fruit Bread
F57E0E00	Pitchfork
F5850300	Kylus Dagger
F58A0100	Paizel Bone Helm
F5BB0100	Hashaka Leather Armor
F5BE0100	Drumfin Cloth Armor
F5CA316F	Kinross Plate Armor
F6420F00	Kutum Shield
F6430F00	Lizard Leather Helm
F6440F00	Zebra Longwing Butterfly
F6450F00	Sealed Abyss Artifact
F6460F00	Gilded Mirror
F6470F00	Pale Blue Container
F6480F00	Packaged Wool
F6490F00	Sealed Abyss Artifact
F64A0F00	Driana's Poster
F64B0F00	Dante and the Bleed
F64C0F00	Yrkabel Cloth Cloak
F64D0F00	Hidden Space - 0010
F64E0F00	Tax Notice
F64F0F00	Satisfying Mixed Skewers
F6500F00	Shred II
F6550000	Wine
F67E0E00	Rake
F6BB0100	Hobbuca Leather Armor
F6E00100	Rueconec Leather Gloves
F7420F00	Freesword's Shield
F7430F00	Small Caliburn's Banner Pike
F7440F00	Favan Leather Armor
F7450F00	Sealed Abyss Artifact
F7460F00	Crow Whisperer
F7470F00	Waterskin
F7480F00	Packaged Silk
F7490F00	Sealed Abyss Artifact
F74A0F00	Galen's Poster
F74B0F00	Lioncrest Watchtower
F74C0F00	A.T.A.G. Cannon
F74D0F00	Hidden Space - 0011
F74E0F00	Guard's Report
F74F0F00	Filling Mixed Skewers
F7500F00	Shred III
F77E0E00	Hoe
F78A0100	The Faceless's Plate Helm
F7930400	Tormented Soul Bow
F7BB0100	Batangka Leather Armor
F7BE0100	Drimrow Cloth Armor
F8100000	Broken Visione
F8240100	The First Artifact
F8330000	Demenissian Hero's Musket
F8420F00	Artisan's Hand
F8430F00	Small Wells Brigade Banner Pike
F8440F00	New Moon Reaper Plate Helm
F8450F00	Paltry Copper Pouch
F8460F00	Oblivion of the Past
F8470F00	Portable Blue Water Bottle
F8480F00	Packaged Wine
F8490F00	Sealed Abyss Artifact
F84A0F00	Matilda's Poster
F84B0F00	Broken Raft
F84C0F00	A.T.A.G. Fist
F84D0F00	Hidden Space - 0012
F84E0F00	Guard's Letter
F84F0F00	Hearty Assorted Meat and Fish Skewers
F8500F00	Recipe: Chocolate
F87E0E00	Large Farming Scythe
F88A0100	Bayer Plate Helm
F8960100	Dragon Flame Helm
F8BA0400	Sydmon Spear
F91D1700	Silver Iron Horseshoes
F9240100	Abyss Artifact
F92A0000	Fishing Rod
F9412000	Ushreen Cloth Armor
F9420F00	Flame-Bordered Butterfly
F9430F00	Recipe: Braised Meat and Fish
F9440F00	Full Moon Reaper Plate Helm
F9450F00	Valortread Plate Armor
F9460F00	Shaman's Staff
F9470F00	Water Bottle for Patients
F9480F00	Packaged Tobacco
F9490F00	Sealed Abyss Artifact
F94A0F00	Adrina's Poster
F94B0F00	Gear Blueprint: Crow Storm
F94C0F00	A.T.A.G. Machine Gun
F94D0F00	Hidden Space - 0013
F94E0F00	Merchant Delivery Seal
F94F0F00	Satisfying Assorted Meat and Fish Skewers
F9500F00	Labrak Cloth Cap
F9550000	Holy Water
F97E0E00	Saw
F9850300	Sydmon Dagger
F98A0100	Bolgan Plate Helm
F9960100	Dragon Knight's Helm
F9B90100	Harran Cloth Armor
F9BA0400	Alfonso Spear
F9BB0100	Greeney Leather Armor
F9D80100	Plate Gloves of the Fallen Kingdom
FA240100	Faded Abyss Artifact
FA412000	Trilly Cloth Armor
FA430F00	Small Calphadean Banner Pike
FA440F00	New Moon Reaper Plate Armor
FA450F00	Recipe: Longhorn Soup
FA460F00	Sword of Greed
FA470F00	White-Handled Water Bottle
FA480F00	Packaged Ivory
FA490F00	Sealed Abyss Artifact
FA4A0F00	Leore's Poster
FA4B0F00	Gear Blueprint: Abyssal Rays
FA4C0F00	Gear Blueprint: Composure
FA4D0F00	Hidden Space - 0014
FA4E0F00	Proof of Stay
FA4F0F00	Filling Assorted Meat and Fish Skewers
FA500F00	Rivellon Cloth Cap
FA7E0E00	Mallet
FA8A0100	Dernat Plate Helm
FAB10100	Bekur Plate Armor
FABE1100	Hernandian Attire
FB412000	Tutan Cloth Armor
FB430F00	Bleed Bandits' Alchemy Explosive Pack
FB440F00	Full Moon Reaper Plate Armor
FB450F00	Wide Roots Hideout
FB460F00	Black Sun
FB470F00	Purple-Handled Water Bottle
FB480F00	Packaged Jade
FB490F00	Sealed Abyss Artifact
FB4A0F00	Renier's Poster
FB4B0F00	Demian Fabric Armor
FB4C0F00	Vigor I
FB4D0F00	Hidden Space - 0015
FB4E0F00	Kuku Boltspitter
FB4F0F00	Hearty Meat Stew
FB500F00	Boren Leather Helm
FB8A0100	Dondegobi Plate Helm
FBB10100	Frente Plate Armor
FBBB0100	Bulga Leather Armor
FC210000	Crimson Chaser Mail
FC3A0000	Earthsplitter
FC412000	Quandan Cloth Armor
FC420F00	Demenissian Rebel's Secret Letter
FC430F00	Wolf Cloak
FC440F00	New Moon Reaper Plate Boots
FC450F00	Recipe: Fine Meal
FC460F00	Disruptor Spear
FC470F00	Iron Distiller
FC480F00	Packaged Gunpowder
FC490F00	Sealed Abyss Artifact
FC4A0F00	Merrigan's Poster
FC4B0F00	Demian Fabric Cloak V
FC4C0F00	Vigor II
FC4D0F00	Hidden Space - 0016
FC4F0F00	Satisfying Meat Stew
FC500F00	Narima's Horn
FC7E0E00	Trumpet
FCB10100	Corinne Plate Armor
FCBA0400	Kylus Spear
FCBB0100	Barbaros Leather Armor
FCBE0100	Totte Cloth Armor
FD070200	Nagmore Leather Boots
FD412000	Qunanta Cloth Armor
FD430F00	Recipe: Meat and Fish Porridge
FD440F00	Recipe: Mixed Stew
FD450F00	Electro-Mecha Spear
FD460F00	Braised Fish
FD470F00	Rusty Iron Water Bottle
FD480F00	Packaged Cheese
FD490F00	Sealed Abyss Artifact
FD4A0F00	Skaldar's Poster
FD4B0F00	Stonemire Ruins Record No. 2
FD4C0F00	White King's Candlestick
FD4D0F00	Hidden Space - 0017
FD4E0F00	Iguana Rider's Plate Armor
FD4F0F00	Filling Meat Stew
FD500F00	A.T.A.G. Power Module
FD7E0E00	Small Drum
FD850300	Delesyian Dagger
FD8A0100	Northern Fighter's Plate Helm
FDB10100	Takao Plate Armor
FDBA0400	Alabaster Spear
FDE00100	Rakhir Cloth Gloves
FE070200	Mornington Leather Boots
FE412000	Qutin Cloth Armor
FE420F00	Gear Blueprint: Vigor
FE430F00	Caysonne Plate Helm
FE440F00	Field Cloth Armor
FE450F00	Investigative Log: Shadows in the Village
FE460F00	Fish Porridge
FE470F00	Copper Water Bottle
FE480F00	Packaged Fish Meat
FE490F00	Sealed Abyss Artifact
FE4A0F00	Maidon's Poster
FE4B0F00	Gear Blueprint: Piercing Bloom
FE4C0F00	Nightmare Burner
FE4D0F00	Hidden Space - 0018
FE4E0F00	Iguana Rider's Plate Armor
FE4F0F00	Hearty Boiled Meat
FEB10100	Gwets Plate Armor
FEBB0100	Greymanes' Leather Armor
FEBE0100	Radley Cloth Armor
FF420F00	Goblin Merchant Guild's Plate Gloves
FF430F00	Boar Camouflage Leather Gloves
FF440F00	Field Chain Mail
FF450F00	Letter from Abroad
FF460F00	Battered Fish
FF470F00	Brass Container
FF480F00	Packaged Calligraphic Paintings
FF490F00	Sealed Abyss Artifact
FF4A0F00	Martina's Poster
FF4B0F00	Cacao Snack
FF4C0F00	Vigor III
FF4D0F00	Hidden Space - 0019
FF4E0F00	Iguana Rider's Plate Armor
FF4F0F00	Satisfying Boiled Meat
FF4FCB2A	Blacksteel Spiddle Plate Armor
FF500F00	Greymane's Token
FF750B00	Rosemary
FF850300	Dekarr Dagger
FFB10100	Arkhan Plate Armor
FFBB0100	Nuslan Leather Armor
FFBE0100	Lucion Cloth Armor
08760B00	Flax
0E8D0B00	Peony
118D0B00	Pansy
1A520000	Milk
1B520000	Fine Jerky
31270000	Honey
47850B00	Egg
4E0D0300	Torch
